date,title,categorie,prix,availability,rating
2024-10-20,Rogue Lawyer (Rogue Lawyer #1),Add a comment,£50.11,In,Three
2024-10-20,Manuscript Found in Accra,Add a comment,£34.98,In,Two
2024-10-20,Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,£21.28,In,Four
2024-10-20,Cosmos,Add a comment,£36.17,In,Two
2024-10-20,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,£38.89,In,Five
2024-10-20,Rising Strong,Nonfiction,£21.82,In,Three
2024-10-20,Man's Search for Meaning,Nonfiction,£29.48,In,Three
2024-10-20,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,£25.06,In,Two
2024-10-20,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,£12.55,In,Three
2024-10-20,I Will Find You,Nonfiction,£44.21,In,One
2024-10-20,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,£19.22,In,Two
2024-10-20,#GIRLBOSS,Add a comment,£50.96,In,One
2024-10-20,Eleanor & Park,Default,£56.51,In,Five
2024-10-20,Troublemaker: Surviving Hollywood and Scientology,Default,£48.39,In,Two
2024-10-20,Deception Point,Fiction,£40.32,In,Four
2024-10-20,The Little Paris Bookshop,Fiction,£24.73,In,Three
2024-10-20,Adultery,Default,£20.88,In,Five
2024-10-20,Unlimited Intuition Now,Default,£58.87,In,Four
2024-10-20,Underlying Notes,Default,£11.82,In,Two
2024-10-20,The New Brand You: Your New Image Makes the Sale for You,Default,£44.05,In,Five
2024-10-20,The Flowers Lied,Default,£16.68,In,Two
2024-10-20,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,£10.41,In,Four
2024-10-20,The Firm,Fiction,£45.56,In,Three
2024-10-20,The Expatriates,Fiction,£44.58,In,Two
2024-10-20,Siddhartha,Fiction,£34.22,In,Five
2024-10-20,Last One Home (New Beginnings #1),Fiction,£59.98,In,Three
2024-10-20,Digital Fortress,Fiction,£58.00,In,Five
2024-10-20,Atlas Shrugged,Fiction,£26.58,In,Five
2024-10-20,Three-Martini Lunch,Fiction,£23.21,In,Three
2024-10-20,The Nightingale,Fiction,£26.26,In,Four
2024-10-20,Modern Day Fables,Default,£47.44,In,Two
2024-10-20,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,£43.62,In,Five
2024-10-20,The Martian (The Martian #1),Default,£41.39,In,Two
2024-10-20,Left Behind (Left Behind #1),Default,£40.72,In,Two
2024-10-20,John Vassos: Industrial Design for Modern Life,Default,£20.22,In,Four
2024-10-20,I'll Give You the Sun,Default,£56.48,In,One
2024-10-20,The Infinities,Fiction,£27.41,In,One
2024-10-20,The Husband's Secret,Fiction,£52.51,In,Five
2024-10-20,The Da Vinci Code (Robert Langdon #2),Fiction,£22.96,In,Two
2024-10-20,The Art of Fielding,Fiction,£22.10,In,One
2024-10-20,Lila (Gilead #3),Fiction,£12.47,In,Three
2024-10-20,Jurassic Park (Jurassic Park #1),Fiction,£44.97,In,One
2024-10-20,Inferno (Robert Langdon #4),Fiction,£41.00,In,Five
2024-10-20,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,£52.86,In,Two
2024-10-20,Ender's Game (The Ender Quintet #1),Default,£43.64,In,One
2024-10-20,Death by Leisure: A Cautionary Tale,Default,£37.51,In,Four
2024-10-20,Wildlife of New York: A Five-Borough Coloring Book,Default,£22.14,In,Two
2024-10-20,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,£34.72,In,One
2024-10-20,The Great Gatsby,Default,£36.05,In,Four
2024-10-20,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,£49.13,In,Five
2024-10-20,Big Little Lies,Fiction,£22.11,In,One
2024-10-20,The Course of Love,Fiction,£16.78,In,Three
2024-10-20,The Sense of an Ending,Add a comment,£31.38,In,Three
2024-10-20,The Republic,Add a comment,£33.78,In,Three
2024-10-20,The Odyssey,Add a comment,£29.64,In,Three
2024-10-20,The Light of the Fireflies,Add a comment,£54.43,In,One
2024-10-20,The Iliad,Add a comment,£16.16,In,One
2024-10-20,The Communist Manifesto,Add a comment,£14.76,In,Three
2024-10-20,Lord of the Flies,Add a comment,£24.89,In,Three
2024-10-20,When I'm Gone,Fiction,£51.96,In,Three
2024-10-20,The Silent Wife,Fiction,£12.34,In,Five
2024-10-20,The Bette Davis Club,Fiction,£30.66,In,Three
2024-10-20,Kitchens of the Great Midwest,Fiction,£57.20,In,Five
2024-10-20,Bright Lines,Fiction,£39.07,In,Five
2024-10-20,The Good Girl,Default,£49.03,In,Three
2024-10-20,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,£33.17,In,Four
2024-10-20,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,£20.90,In,Two
2024-10-20,Life of Pi,Default,£13.22,In,Four
2024-10-20,The Sound Of Love,Default,£57.84,In,Five
2024-10-20,The Perks of Being a Wallflower,Default,£55.02,In,Three
2024-10-20,The Makings of a Fatherless Child,Default,£31.58,In,Two
2024-10-20,The Hobbit (Middle-Earth Universe),Default,£17.80,In,Five
2024-10-20,The Fellowship of the Ring (The Lord of the Rings #1),Default,£10.27,In,Two
2024-10-20,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,£30.60,In,Three
2024-10-20,Musicophilia: Tales of Music and the Brain,Default,£46.58,In,One
2024-10-20,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,£53.68,In,Four
2024-10-20,The Fault in Our Stars,Default,£47.22,In,One
2024-10-20,The Dream Thieves (The Raven Cycle #2),Default,£34.50,In,One
2024-10-20,The 5th Wave (The 5th Wave #1),Default,£11.83,In,Two
2024-10-20,Shiver (The Wolves of Mercy Falls #1),Default,£16.23,In,Five
2024-10-20,Remember Me?,Default,£11.48,In,Three
2024-10-20,If I Stay (If I Stay #1),Default,£38.13,In,Five
2024-10-20,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,£36.55,In,Two
2024-10-20,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,£23.32,In,One
2024-10-20,Between the World and Me,Nonfiction,£56.91,In,Four
2024-10-20,Being Mortal: Medicine and What Matters in the End,Nonfiction,£55.06,In,Four
2024-10-20,"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,£13.20,In,Three
2024-10-20,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,£45.13,In,Three
2024-10-20,Finding God in the Ruins: How God Redeems Pain,Nonfiction,£46.64,In,Two
2024-10-20,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,£59.45,In,Four
2024-10-20,In Cold Blood,Nonfiction,£49.98,In,Four
2024-10-20,"Girl, Interrupted",Nonfiction,£42.14,In,Three
2024-10-20,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,£48.67,In,Two
2024-10-20,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,£25.15,In,Four
2024-10-20,My Mother Was Nuts,Nonfiction,£31.63,In,Four
2024-10-20,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,£32.35,In,Three
2024-10-20,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,£38.71,In,Three
2024-10-20,The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,£16.81,In,Four
2024-10-20,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,£28.23,In,Two
2024-10-20,God Is Not Great: How Religion Poisons Everything,Nonfiction,£27.80,In,One
2024-10-20,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,£31.95,In,Three
2024-10-20,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,£50.66,In,Three
2024-10-20,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,£58.09,In,One
2024-10-20,Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,£30.00,In,One
2024-10-20,Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,£12.16,In,Five
2024-10-20,A Gathering of Shadows (Shades of Magic #2),Fantasy,£44.81,In,Four
2024-10-20,The Raven Boys (The Raven Cycle #1),Fantasy,£57.74,In,Four
2024-10-20,The False Prince (The Ascendance Trilogy #1),Fantasy,£56.00,In,Five
2024-10-20,Tell the Wind and Fire,Fantasy,£45.51,In,Three
2024-10-20,A Feast for Crows (A Song of Ice and Fire #4),Fantasy,£17.21,In,Four
2024-10-20,The Demonists (Demonist #1),Fantasy,£52.11,In,Two
2024-10-20,The Beast (Black Dagger Brotherhood #14),Fantasy,£46.08,In,Five
2024-10-20,Paper and Fire (The Great Library #2),Fantasy,£49.45,In,Five
2024-10-20,Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,£31.63,In,Four
2024-10-20,Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,£48.75,In,Five
2024-10-20,Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,£14.74,In,One
2024-10-20,The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,£58.64,In,Four
2024-10-20,Soldier (Talon #3),Fantasy,£24.72,In,Two
2024-10-20,Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,£55.46,In,Two
2024-10-20,Heir to the Sky,Fantasy,£44.07,In,Four
2024-10-20,Eragon (The Inheritance Cycle #1),Fantasy,£43.87,In,Three
2024-10-20,Darkfever (Fever #1),Fantasy,£56.02,In,One
2024-10-20,Ash,Fantasy,£22.06,In,Four
2024-10-20,A Storm of Swords (A Song of Ice and Fire #3),Fantasy,£31.22,In,Two
2024-10-20,Fool Me Once,Default,£16.96,In,One
2024-10-20,Drama,Default,£38.70,In,Two
2024-10-20,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,£34.13,In,Five
2024-10-20,Alight (The Generations Trilogy #2),Default,£58.59,In,Four
2024-10-20,Vogue Colors A to Z: A Fashion Coloring Book,Default,£52.35,In,Four
2024-10-20,The Shining (The Shining #1),Default,£27.88,In,Three
2024-10-20,The Hunger Games (The Hunger Games #1),Default,£29.85,In,Five
2024-10-20,Outlander (Outlander #1),Default,£19.67,In,Five
2024-10-20,Mockingjay (The Hunger Games #3),Default,£20.44,In,Four
2024-10-20,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,£13.90,In,Three
2024-10-20,Confessions of a Shopaholic (Shopaholic #1),Default,£48.94,In,Two
2024-10-20,Zero History (Blue Ant #3),Default,£34.77,In,One
2024-10-20,World War Z: An Oral History of the Zombie War,Default,£21.80,In,One
2024-10-20,Wild: From Lost to Found on the Pacific Crest Trail,Default,£46.02,In,Three
2024-10-20,"Where'd You Go, Bernadette",Default,£18.13,In,One
2024-10-20,Twilight (Twilight #1),Default,£41.93,In,Two
2024-10-20,The Paris Wife,Default,£36.80,In,Three
2024-10-20,The Maze Runner (The Maze Runner #1),Default,£20.93,In,One
2024-10-20,The Lover's Dictionary,Default,£58.09,In,Two
2024-10-20,The Goldfinch,Default,£43.58,In,Three
2024-10-20,Vampire Girl (Vampire Girl #1),Fantasy,£53.82,In,Two
2024-10-20,The Silent Twin (Detective Jennifer Knight #3),Fantasy,£36.25,In,Three
2024-10-20,The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,£29.38,In,One
2024-10-20,Sister Sable (The Mad Queen #1),Fantasy,£13.33,In,Three
2024-10-20,Shadow Rites (Jane Yellowrock #10),Fantasy,£21.72,In,Four
2024-10-20,Origins (Alphas 0.5),Fantasy,£28.99,In,One
2024-10-20,One Second (Seven #7),Fantasy,£52.94,In,Two
2024-10-20,Myriad (Prentor #1),Fantasy,£58.75,In,Four
2024-10-20,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,£53.51,In,One
2024-10-20,The Name of God is Mercy,Nonfiction,£37.25,In,Two
2024-10-20,Stiff: The Curious Lives of Human Cadavers,Nonfiction,£36.74,In,Three
2024-10-20,Spilled Milk: Based on a True Story,Nonfiction,£49.51,In,One
2024-10-20,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,£41.67,In,Four
2024-10-20,Outliers: The Story of Success,Nonfiction,£14.16,In,One
2024-10-20,Notes from a Small Island (Notes From a Small Island #1),Nonfiction,£40.17,In,One
2024-10-20,Night (The Night Trilogy #1),Nonfiction,£13.51,In,One
2024-10-20,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,£57.83,In,One
2024-10-20,Letter to a Christian Nation,Nonfiction,£22.20,In,One
2024-10-20,Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,£45.11,In,One
2024-10-20,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,£42.38,In,One
2024-10-20,Into the Wild,Nonfiction,£56.70,In,Five
2024-10-20,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,£28.85,In,Three
2024-10-20,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,£28.88,In,Two
2024-10-20,Gratitude,Nonfiction,£26.66,In,Five
2024-10-20,Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,£15.28,In,Five
2024-10-20,Brave Enough,Nonfiction,£51.32,In,Five
2024-10-20,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,£27.35,In,Two
2024-10-20,Blink: The Power of Thinking Without Thinking,Nonfiction,£21.74,In,Five
2024-10-20,The Giver (The Giver Quartet #1),Default,£12.30,In,One
2024-10-20,The Girl Who Played with Fire (Millennium Trilogy #2),Default,£22.14,In,Two
2024-10-20,The Demon-Haunted World: Science as a Candle in the Dark,Default,£52.25,In,Four
2024-10-20,The Book Thief,Default,£53.49,In,Two
2024-10-20,The Autobiography of Malcolm X,Default,£23.43,In,Two
2024-10-20,Shopaholic & Baby (Shopaholic #5),Default,£46.45,In,Two
2024-10-20,Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,£43.55,In,One
2024-10-20,Packing for Mars: The Curious Science of Life in the Void,Default,£56.68,In,Two
2024-10-20,Orange Is the New Black,Default,£24.61,In,Two
2024-10-20,One for the Money (Stephanie Plum #1),Default,£32.87,In,Two
2024-10-20,Morning Star (Red Rising #3),Default,£29.40,In,One
2024-10-20,Life After Life,Default,£26.13,In,Two
2024-10-20,"Lean In: Women, Work, and the Will to Lead",Default,£25.02,In,One
2024-10-20,Is Everyone Hanging Out Without Me? (And Other Concerns),Default,£20.11,In,Three
2024-10-20,Gone Girl,Default,£37.60,In,Five
2024-10-20,Fellside,Default,£38.62,In,One
2024-10-20,Eclipse (Twilight #3),Default,£18.74,In,One
2024-10-20,Dracula,Default,£52.62,In,Three
2024-10-20,Dead Wake: The Last Crossing of the Lusitania,Default,£39.24,In,Five
2024-10-20,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,£17.81,In,One
2024-10-20,Black Flags: The Rise of ISIS,Nonfiction,£40.87,In,One
2024-10-20,Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,£56.58,In,One
2024-10-20,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,£30.48,In,Four
2024-10-20,"The Suffragettes (Little Black Classics, #96)",Nonfiction,£11.89,In,Two
2024-10-20,Kindle Paperwhite User's Guide,Nonfiction,£34.00,In,Three
2024-10-20,H is for Hawk,Nonfiction,£57.42,In,Five
2024-10-20,Travels with Charley: In Search of America,Nonfiction,£57.82,In,Five
2024-10-20,The Tumor,Nonfiction,£41.56,In,Five
2024-10-20,The End of the Jesus Era (An Investigation #1),Nonfiction,£14.40,In,One
2024-10-20,"Eat, Pray, Love",Nonfiction,£51.32,In,Three
2024-10-20,Dark Places,Default,£23.90,In,Five
2024-10-20,Breaking Dawn (Twilight #4),Default,£35.28,In,Five
2024-10-20,Beautiful Creatures (Caster Chronicles #1),Default,£21.55,In,Five
2024-10-20,A Visit from the Goon Squad,Default,£14.08,In,Five
2024-10-20,The Zombie Room,Default,£19.69,In,Five
2024-10-20,The Name of the Wind (The Kingkiller Chronicle #1),Default,£50.59,In,Three
2024-10-20,Taking Shots (Assassins #1),Default,£18.88,In,Two
2024-10-20,Shatter Me (Shatter Me #1),Default,£42.40,In,One
2024-10-20,Paradise Lost (Paradise #1),Default,£24.96,In,One
2024-10-20,On the Road (Duluoz Legend),Default,£32.36,In,Three
2024-10-20,Jane Eyre,Default,£38.43,In,Five
2024-10-20,Frankenstein,Default,£38.00,In,Two
2024-10-20,The Requiem Red,Young Adult,£22.65,In,One
2024-10-20,Set Me Free,Young Adult,£17.46,In,Five
2024-10-20,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,£45.22,In,Three
2024-10-20,Obsidian (Lux #1),Young Adult,£14.86,In,Two
2024-10-20,Burning,Young Adult,£28.81,In,Three
2024-10-20,A Fierce and Subtle Poison,Young Adult,£28.13,In,Four
2024-10-20,Scarlett Epstein Hates It Here,Young Adult,£43.55,In,Five
2024-10-20,"Nightingale, Sing",Young Adult,£38.28,In,One
2024-10-20,Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,£48.56,In,Five
2024-10-20,Frostbite (Vampire Academy #2),Young Adult,£29.99,In,Five
2024-10-20,Wild Swans,Young Adult,£14.36,In,Two
2024-10-20,Until Friday Night (The Field Party #1),Young Adult,£46.31,In,Two
2024-10-20,This Is Where It Ends,Young Adult,£27.12,In,Two
2024-10-20,The Darkest Lie,Young Adult,£35.35,In,Five
2024-10-20,My Kind of Crazy,Young Adult,£40.36,In,One
2024-10-20,Don't Get Caught,Young Adult,£55.35,In,One
2024-10-20,Catching Jordan (Hundred Oaks),Young Adult,£50.83,In,Three
2024-10-20,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,£58.14,In,Four
2024-10-20,The Epidemic (The Program 0.6),Young Adult,£14.44,In,Five
2024-10-20,Stars Above (The Lunar Chronicles #4.5),Young Adult,£48.05,In,Two
2024-10-20,No Love Allowed (Dodge Cove #1),Young Adult,£54.65,In,Four
2024-10-20,"Exit, Pursued by a Bear",Young Adult,£51.34,In,Four
2024-10-20,The Alien Club,Young Adult,£54.40,In,One
2024-10-20,Don't Forget Steven,Young Adult,£33.23,In,One
2024-10-20,South of Sunshine,Young Adult,£28.93,In,One
2024-10-20,My Life Next Door (My Life Next Door ),Young Adult,£36.39,In,Five
2024-10-20,Future Shock (Future Shock #1),Young Adult,£55.65,In,Five
2024-10-20,Nightstruck: A Novel,Young Adult,£50.35,In,Four
2024-10-20,Tell the Wolves I'm Home,Young Adult,£50.96,In,Two
2024-10-20,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,£47.31,In,Four
2024-10-20,Where She Went (If I Stay #2),Young Adult,£41.73,In,Four
2024-10-20,Two Summers,Young Adult,£14.64,In,One
2024-10-20,The Darkest Corners,Young Adult,£11.33,In,Five
2024-10-20,Tell Me Three Things,Young Adult,£41.81,In,One
2024-10-20,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,£23.63,In,Four
2024-10-20,Kill the Boy Band,Young Adult,£15.52,In,Five
2024-10-20,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,£48.13,In,Five
2024-10-20,An Abundance of Katherines,Young Adult,£10.00,In,Five
2024-10-20,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,£24.17,In,Four
2024-10-20,Walk the Edge (Thunder Road #2),Young Adult,£32.36,In,Three
2024-10-20,Two Boys Kissing,Young Adult,£32.74,In,Two
2024-10-20,The New Guy (and Other Senior Year Distractions),Young Adult,£44.92,In,Three
2024-10-20,"The Land of 10,000 Madonnas",Young Adult,£29.64,In,Four
2024-10-20,Scarlet (The Lunar Chronicles #2),Young Adult,£14.57,In,Four
2024-10-20,Legend (Legend #1),Young Adult,£43.69,In,Four
2024-10-20,Lady Renegades (Rebel Belle #3),Young Adult,£53.04,In,Five
2024-10-20,Golden (Heart of Dread #3),Young Adult,£42.21,In,Four
2024-10-20,Cinder (The Lunar Chronicles #1),Young Adult,£26.09,In,One
2024-10-20,Boy Meets Boy,Young Adult,£21.12,In,Three
2024-10-20,Annie on My Mind,Young Adult,£36.83,In,Five
2024-10-20,New Moon (Twilight #2),Young Adult,£12.86,In,Four
2024-10-20,Girl Online On Tour (Girl Online #2),Young Adult,£53.47,In,One
2024-10-20,The Haters,Young Adult,£27.89,In,Five
2024-10-20,The Art of Not Breathing,Young Adult,£40.83,In,Four
